hnid,school,field_of_study,year
ianmchenry,Princeton University,Politics,2005
iannjuguna,The University of Salford,Business Information Technology,2015
iannjuguna,The University of Salford,Business Information Technology,2016
iannjuguna,The University of Salford,Business Information Technology,2017
iannjuguna,The University of Salford,Business Information Technology,2018
ianroberts,University of Waterloo,Science And Business Biochemistry,2009
ianroberts,University of Waterloo,Science And Business Biochemistry,2010
ianroberts,University of Waterloo,Science And Business Biochemistry,2011
ianroberts,University of Waterloo,Science And Business Biochemistry,2012
ianroberts,University of Waterloo,Science And Business Biochemistry,2013
ianroberts,University of Waterloo,Science And Business Biochemistry,2014
iansharp,University of Colorado Boulder,Technology Design,2017
iansharp,University of Colorado Boulder,Strategic Communications / Business,2012
iansharp,University of Colorado Boulder,Strategic Communications / Business,2013
iansharp,University of Colorado Boulder,Strategic Communications / Business,2014
iansharp,University of Colorado Boulder,Strategic Communications / Business,2015
iansharp,University of Colorado Boulder,Strategic Communications / Business,2016
iansharp,Ignition Boulder,Computer Programming,2015
iansltx,Colorado School of Mines,,2011
iansltx,Colorado School of Mines,,2007
iansltx,Colorado School of Mines,,2008
iansltx,Colorado School of Mines,,2009
iansltx,Colorado School of Mines,,2010
ianstormtaylor,Washington International School,,1999
ianstormtaylor,Washington International School,,2000
ianstormtaylor,Washington International School,,2001
ianstormtaylor,Washington International School,,2002
ianstormtaylor,Washington International School,,2003
ianstormtaylor,Washington International School,,2004
ianstormtaylor,Washington International School,,2005
ianstormtaylor,Washington International School,,2006
ianstormtaylor,Washington International School,,2007
ianstormtaylor,Washington International School,,2008
ianstormtaylor,Rhode Island School of Design,Graphic Design Graphic Design,2008
ianstormtaylor,Rhode Island School of Design,Graphic Design Graphic Design,2009
ianstormtaylor,Rhode Island School of Design,Graphic Design Graphic Design,2010
ianstormtaylor,Rhode Island School of Design,Graphic Design Graphic Design,2011
ianstormtaylor,Rhode Island School of Design,Graphic Design Graphic Design,2012
ianyanusko,University of Virginia,Political And Social Thought,2013
ianyanusko,University of Virginia,Political And Social Thought,2014
ianyanusko,University of Virginia,Political And Social Thought,2015
ianyanusko,University of Virginia,Political And Social Thought,2016
ianyanusko,University of Virginia,Political And Social Thought,2017
ianye,Stanford University,Computer Science,2023
ianye,Stanford University,Computer Science,2024
ianye,Stanford University,Computer Science,2025
ianye,Stanford University,Computer Science,2026
ianye,Stanford University,Computer Science,2027
ibburges,University of Waterloo,Mathematical Physics,2004
ibburges,University of Waterloo,Mathematical Physics,2005
ibburges,University of Waterloo,Mathematical Physics,2006
ibburges,University of Waterloo,Mathematical Physics,2007
ibburges,University of Waterloo,Mathematical Physics,2008
ibburges,Harvard University,Applied Physics,2008
